    2.004949e+03    -7.400000e+01     1.680400e+02
    2.004949e+03    -7.300000e+01     1.680900e+02
    2.004949e+03    -7.200000e+01     1.680900e+02
    2.004949e+03    -7.100000e+01     1.681600e+02
    2.004949e+03    -7.000000e+01     1.682100e+02
    2.004949e+03    -6.900000e+01     1.682600e+02
    2.004949e+03    -6.800000e+01     1.680800e+02
    2.004949e+03    -6.700000e+01     1.683100e+02
    2.004949e+03    -6.600000e+01     1.685800e+02
    2.004949e+03    -6.500000e+01     1.683400e+02
    2.004949e+03    -6.400000e+01     1.683600e+02
    2.004949e+03    -6.300000e+01     1.686100e+02
    2.004949e+03    -6.200000e+01     1.686600e+02
    2.004949e+03    -6.100000e+01     1.687000e+02
    2.004949e+03    -6.000000e+01     1.687800e+02
    2.004949e+03    -5.900000e+01     1.685600e+02
    2.004949e+03    -5.800000e+01     1.688900e+02
    2.004949e+03    -5.700000e+01     1.687500e+02
    2.004949e+03    -5.600000e+01     1.689400e+02
    2.004949e+03    -5.500000e+01     1.691400e+02
    2.004949e+03    -5.400000e+01     1.690900e+02
    2.004949e+03    -5.300000e+01     1.691600e+02
    2.004949e+03    -5.200000e+01     1.692700e+02
    2.004949e+03    -5.100000e+01     1.693700e+02
    2.004949e+03    -5.000000e+01     1.695500e+02
    2.004949e+03    -4.900000e+01     1.694400e+02
    2.004949e+03    -4.800000e+01     1.695300e+02
    2.004949e+03    -4.700000e+01     1.694700e+02
    2.004949e+03    -4.600000e+01     1.697300e+02
    2.004949e+03    -4.500000e+01     1.697400e+02
    2.004949e+03    -4.400000e+01     1.691900e+02
    2.004949e+03    -4.300000e+01     1.696700e+02
    2.004949e+03    -4.200000e+01     1.698700e+02
    2.004949e+03    -4.100000e+01     1.698800e+02
    2.004949e+03    -4.000000e+01     1.697200e+02
    2.004949e+03    -3.900000e+01     1.700300e+02
    2.004949e+03    -3.800000e+01     1.695800e+02
    2.004949e+03    -3.700000e+01     1.698400e+02
    2.004949e+03    -3.600000e+01     1.701100e+02
    2.004949e+03    -3.500000e+01     1.702200e+02
    2.004949e+03    -3.400000e+01     1.696900e+02
    2.004949e+03    -3.300000e+01     1.700800e+02
    2.004949e+03    -3.200000e+01     1.703300e+02
    2.004949e+03    -3.100000e+01     1.706600e+02
    2.004949e+03    -3.000000e+01     1.704500e+02
    2.004949e+03    -2.900000e+01     1.707500e+02
    2.004949e+03    -2.800000e+01     1.702900e+02
    2.004949e+03    -2.700000e+01     1.707500e+02
    2.004949e+03    -2.600000e+01     1.707500e+02
    2.004949e+03    -2.500000e+01     1.708300e+02
    2.004949e+03    -2.400000e+01     1.707800e+02
    2.004949e+03    -2.300000e+01     1.709100e+02
    2.004949e+03    -2.200000e+01     1.708200e+02
    2.004949e+03    -2.100000e+01     1.710600e+02
    2.004949e+03    -2.000000e+01     1.709000e+02
    2.004949e+03    -1.900000e+01     1.711900e+02
    2.004949e+03    -1.800000e+01     1.713500e+02
    2.004949e+03    -1.700000e+01     1.708200e+02
    2.004949e+03    -1.600000e+01     1.712300e+02
    2.004949e+03    -1.500000e+01     1.712400e+02
    2.004949e+03    -1.400000e+01     1.714200e+02
    2.004949e+03    -1.300000e+01     1.711500e+02
    2.004949e+03    -1.200000e+01     1.713800e+02
    2.004949e+03    -1.100000e+01     1.713000e+02
    2.004949e+03    -1.000000e+01     1.714200e+02
    2.004949e+03    -9.000000e+00     1.713100e+02
    2.004949e+03    -8.000000e+00     1.711000e+02
    2.004949e+03    -7.000000e+00     1.711900e+02
    2.004949e+03    -6.000000e+00     1.712800e+02
    2.004949e+03    -5.000000e+00     1.711900e+02
    2.004949e+03    -4.000000e+00     1.711400e+02
    2.004949e+03    -3.000000e+00     1.710800e+02
    2.004949e+03    -2.000000e+00     1.711000e+02
    2.004949e+03    -1.000000e+00     1.711200e+02
    2.004949e+03     0.000000e+00     1.711400e+02
    2.004949e+03     1.000000e+00     1.711100e+02
    2.004949e+03     2.000000e+00     1.710800e+02
    2.004949e+03     3.000000e+00     1.710400e+02
    2.004949e+03     4.000000e+00     1.710100e+02
    2.004949e+03     5.000000e+00     1.709900e+02
    2.004949e+03     6.000000e+00     1.709000e+02
    2.004949e+03     7.000000e+00     1.709100e+02
    2.004949e+03     8.000000e+00     1.709300e+02
    2.004949e+03     9.000000e+00     1.708700e+02
    2.004949e+03     1.000000e+01     1.706900e+02
    2.004949e+03     1.100000e+01     1.704900e+02
    2.004949e+03     1.200000e+01     1.705700e+02
    2.004949e+03     1.300000e+01     1.700500e+02
    2.004949e+03     1.400000e+01     1.701200e+02
    2.004949e+03     1.500000e+01     1.698300e+02
    2.004949e+03     1.600000e+01     1.696300e+02
    2.004949e+03     1.700000e+01     1.688200e+02
    2.004949e+03     1.800000e+01     1.693600e+02
    2.004949e+03     1.900000e+01     1.690800e+02
    2.004949e+03     2.000000e+01     1.684900e+02
    2.004949e+03     2.100000e+01     1.684400e+02
    2.004949e+03     2.200000e+01     1.677000e+02
    2.004949e+03     2.300000e+01     1.677700e+02
    2.004949e+03     2.400000e+01     1.675000e+02
    2.004949e+03     2.500000e+01     1.671500e+02
    2.004949e+03     2.600000e+01     1.664300e+02
    2.004949e+03     2.700000e+01     1.664900e+02
    2.004949e+03     2.800000e+01     1.667500e+02
    2.004949e+03     2.900000e+01     1.649600e+02
    2.004949e+03     3.000000e+01     1.653600e+02
    2.004949e+03     3.100000e+01     1.640400e+02
    2.004949e+03     3.200000e+01     1.647100e+02
    2.004949e+03     3.300000e+01     1.637900e+02
    2.004949e+03     3.400000e+01     1.638800e+02
